Project Code,Country,Managed By,Fulfill Via,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
109-TZ-T01,Tanzania,PMO - US,From RDC,Unknown,11-Oct-07,11-Oct-07,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Efavirenz,Stocrin/Sustiva,1987,64418.54,32.42,0.36,238.0,2465.0,103.07
110-ZM-T01,Zambia,PMO - US,From RDC,Unknown,27-Sep-07,27-Sep-07,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,12420,101223.0,8.15,0.14,1047.0,5869.655000000001,161.96
110-ZM-T01,Zambia,PMO - US,From RDC,Unknown,28-Sep-07,28-Sep-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,16974,125607.6,7.4,0.12,1732.0,7927.55,200.97
110-ZM-T01,Zambia,PMO - US,From RDC,Unknown,2-Oct-07,2-Oct-07,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,604,9664.0,16.0,0.18,72.0,723.59,15.46
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Unknown,14-Sep-07,14-Sep-07,ARV,Pediatric,SCMS from RDC,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,1696,13144.0,7.75,0.13,1047.0,5869.655000000001,21.03
113-ZW-T01,Zimbabwe,PMO - US,From RDC,Truck,5-Oct-07,5-Oct-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,2492,49840.0,20.0,0.8,738.0,3085.84,79.74
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,15-Oct-07,15-Oct-07,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,5794,47221.1,8.15,0.14,1047.0,5869.655000000001,75.55
110-ZM-T01,Zambia,PMO - US,From RDC,Unknown,2-Nov-07,2-Nov-07,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,1381,2416.75,1.75,0.03,232.0,1320.08,3.87
110-ZM-T01,Zambia,PMO - US,From RDC,Unknown,9-Nov-07,9-Nov-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,11254,182990.04,16.26,0.54,1047.0,5869.655000000001,292.78
112-NG-T01,Nigeria,PMO - US,From RDC,Air,16-Nov-07,16-Nov-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,1200,14904.0,12.42,0.41,1047.0,5869.655000000001,23.85
111-MZ-T01,Mozambique,PMO - US,From RDC,Air,30-Nov-07,30-Nov-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,5000,160000.0,32.0,1.6,1047.0,5869.655000000001,256.0
112-NG-T01,Nigeria,PMO - US,From RDC,Air,9-Nov-07,9-Nov-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,1246,9345.0,7.5,0.12,1047.0,5869.655000000001,14.95
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,13-Nov-07,13-Nov-07,ARV,Adult,SCMS from RDC,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,23,1808.72,78.64,0.29,1047.0,5869.655000000001,2.89
110-ZM-T01,Zambia,PMO - US,From RDC,Air,10-Apr-08,10-Apr-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,25338,314697.96,12.42,0.41,1974.0,7836.6,503.52
111-MZ-T01,Mozambique,PMO - US,From RDC,Air,8-Apr-08,8-Apr-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,7128,67716.0,9.5,0.16,1047.0,5869.655000000001,108.35
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,22-Nov-07,22-Nov-07,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,7744,297059.84,38.36,0.64,1047.0,5869.655000000001,475.3
117-ET-T01,Ethiopia,PMO - US,From RDC,Unknown,31-Oct-07,31-Oct-07,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,3145,9560.8,3.04,0.05,162.0,810.86,15.3
114-UG-T01,Uganda,PMO - US,From RDC,Air,10-Dec-07,10-Dec-07,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,140,1141.0,8.15,0.14,1047.0,5869.655000000001,1.83
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,18-Dec-07,18-Dec-07,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,6200,10850.0,1.75,0.03,354.0,4147.9,17.36
110-ZM-T01,Zambia,PMO - US,From RDC,Unknown,28-Dec-07,28-Dec-07,ARV,Pediatric,SCMS from RDC,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,746,30660.6,41.1,0.14,88.0,1566.21,49.06
117-ET-T01,Ethiopia,PMO - US,From RDC,Air,20-Dec-07,25-Dec-07,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,12745,43333.0,3.4,0.06,1197.0,8332.0,69.33
112-NG-T01,Nigeria,PMO - US,From RDC,Air,16-Jan-08,24-Jan-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,4836,99138.0,20.5,0.34,531.0,3228.0,158.62
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,25-Jan-08,25-Jan-08,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,2121,87173.1,41.1,0.34,465.0,2206.0,139.48
107-RW-T01,Rwanda,PMO - US,From RDC,Air,29-Feb-08,29-Feb-08,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,2000,3940.0,1.97,0.01,1047.0,5869.655000000001,6.3
110-ZM-T01,Zambia,PMO - US,From RDC,Unknown,25-Jan-08,25-Jan-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,14465,179655.3,12.42,0.41,1135.0,4428.75,287.45
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,29-Jan-08,29-Jan-08,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,15000,29550.0,1.97,0.01,1047.0,5869.655000000001,47.28
107-RW-T01,Rwanda,PMO - US,From RDC,Air,28-Jan-08,28-Jan-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,2093,150675.07,71.99,0.72,1047.0,5869.655000000001,241.08
107-RW-T01,Rwanda,PMO - US,From RDC,Air,28-Jan-08,28-Jan-08,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,1250,12.5,0.01,0.0,1047.0,5869.655000000001,0.02
106-HT-T01,Haiti,PMO - US,From RDC,Air,22-Jan-08,22-Jan-08,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,100,175.0,1.75,0.03,1047.0,5869.655000000001,0.28
112-NG-T01,Nigeria,PMO - US,From RDC,Air,16-Jan-08,16-Jan-08,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,4,10.36,2.59,0.01,1047.0,5869.655000000001,0.02
117-ET-T01,Ethiopia,PMO - US,From RDC,Air,4-Feb-08,4-Feb-08,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,3326,7150.9,2.15,0.01,1225.0,4485.25,11.44
106-HT-T01,Haiti,PMO - US,From RDC,Air,11-Apr-08,11-Apr-08,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,70,1187.2,16.96,0.09,30.0,933.09,1.9
106-HT-T01,Haiti,PMO - US,From RDC,Air,11-Apr-08,11-Apr-08,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,31,525.76,16.96,0.09,1047.0,5869.655000000001,0.84
112-NG-T01,Nigeria,PMO - US,From RDC,Air,18-Apr-08,18-Apr-08,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,1521,2311.92,1.52,0.03,1047.0,5869.655000000001,3.7
112-NG-T01,Nigeria,PMO - US,From RDC,Air,18-Apr-08,18-Apr-08,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,420,638.4,1.52,0.03,1047.0,5869.655000000001,1.02
112-NG-T01,Nigeria,PMO - US,From RDC,Air,18-Apr-08,18-Apr-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,3077,36954.77,12.01,0.4,1047.0,5869.655000000001,59.13
112-NG-T01,Nigeria,PMO - US,From RDC,Air,18-Apr-08,18-Apr-08,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,15,412.95,27.53,0.46,1047.0,5869.655000000001,0.66
113-ZW-T01,Zimbabwe,PMO - US,From RDC,Truck,30-Jul-08,30-Jul-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,9732,72016.8,7.4,0.12,911.0,2705.71,115.23
106-HT-T01,Haiti,PMO - US,From RDC,Air,19-Mar-08,19-Mar-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,345,23115.0,67.0,0.67,60.0,1328.2,36.98
110-ZM-T01,Zambia,PMO - US,From RDC,Air,3-Apr-08,3-Apr-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,6597,62671.5,9.5,0.16,617.0,2891.6,100.27
112-NG-T01,Nigeria,PMO - US,From RDC,Air,14-Feb-08,14-Feb-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,8940,120690.0,13.5,0.22,1047.0,5869.655000000001,193.1
106-HT-T01,Haiti,PMO - US,From RDC,Air,2-Jun-08,2-Jun-08,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,39,68.25,1.75,0.03,1047.0,5869.655000000001,0.11
110-ZM-T01,Zambia,PMO - US,From RDC,Unknown,28-Mar-08,28-Mar-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,40000,136000.0,3.4,0.06,1047.0,5869.655000000001,217.6
114-UG-T01,Uganda,PMO - US,From RDC,Air,19-May-08,19-May-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,800,7560.0,9.45,0.16,75.0,935.8,12.1
123-NG-T01,Nigeria,PMO - US,From RDC,Air,31-Jul-08,31-Jul-08,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,1132,18112.0,16.0,0.18,1047.0,5869.655000000001,28.98
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,8-Apr-08,8-Apr-08,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1971,2759.4,1.4,0.01,1047.0,5869.655000000001,4.42
117-ET-T01,Ethiopia,PMO - US,From RDC,Air,21-Apr-08,21-Apr-08,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,3000,4200.0,1.4,0.01,342.0,1850.7,6.72
102-KE-T01,Kenya,PMO - US,From RDC,Truck,5-Mar-08,5-Mar-08,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,1550,15.5,0.01,0.0,1047.0,5869.655000000001,0.02
106-HT-T01,Haiti,PMO - US,From RDC,Air,21-Mar-08,21-Mar-08,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,7770,11810.4,1.52,0.03,1047.0,5869.655000000001,18.9
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Unknown,3-Mar-08,3-Mar-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,1505,108344.95,71.99,0.72,1047.0,5869.655000000001,173.35
106-HT-T01,Haiti,PMO - US,From RDC,Air,21-Apr-08,21-Apr-08,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,3115,25387.25,8.15,0.14,178.0,2599.0,40.62
109-TZ-T01,Tanzania,PMO - US,From RDC,Air,30-Jun-08,30-Jun-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,6722,63859.0,9.5,0.16,634.0,1108.08,102.17
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,27-Feb-08,27-Feb-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,17621,59911.4,3.4,0.06,1650.0,3428.5,95.86
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,13-Mar-08,13-Mar-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,250,17997.5,71.99,0.72,1047.0,5869.655000000001,28.8
113-ZW-T01,Zimbabwe,PMO - US,From RDC,Truck,12-Mar-08,12-Mar-08,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,6295,51304.25,8.15,0.14,1047.0,5869.655000000001,82.09
106-HT-T01,Haiti,PMO - US,From RDC,Air,2-Jun-08,2-Jun-08,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,1925,15688.75,8.15,0.14,111.0,1355.06,25.1
102-KE-T01,Kenya,PMO - US,From RDC,Truck,26-May-08,26-May-08,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,1000,10.0,0.01,0.0,1047.0,5869.655000000001,0.02
106-HT-T01,Haiti,PMO - US,From RDC,Air,14-Apr-08,14-Apr-08,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,240,9864.0,41.1,0.34,1047.0,5869.655000000001,15.78
100-PK-T01,Pakistan,PMO - US,From RDC,Air,20-May-08,20-May-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,10,320.0,32.0,1.6,3.0,400.75,0.51
114-UG-T01,Uganda,PMO - US,From RDC,Air,10-Jul-08,10-Jul-08,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,500,775.0,1.55,0.03,33.0,578.24,1.24
111-MZ-T01,Mozambique,PMO - US,From RDC,Air,9-Feb-09,9-Feb-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,560,8545.6,15.26,0.17,1047.0,5869.655000000001,16.75
111-MZ-T01,Mozambique,PMO - US,From RDC,Air,27-Nov-08,27-Nov-08,ARV,Adult,SCMS from RDC,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,180,0.0,0.0,0.0,256.0,2765.64,0.0
102-KE-T01,Kenya,PMO - US,From RDC,Truck,23-Oct-08,23-Oct-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,5000,399950.0,79.99,0.8,1047.0,5869.655000000001,783.9
105-GY-T01,Guyana,PMO - US,From RDC,Air,21-Nov-08,21-Nov-08,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,420,1218.0,2.9,0.05,1047.0,5869.655000000001,2.39
110-ZM-T01,Zambia,PMO - US,From RDC,Truck,1-Dec-08,1-Dec-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,50000,170000.0,3.4,0.06,2809.0,3629.37,333.2
110-ZM-T01,Zambia,PMO - US,From RDC,Air,14-Nov-08,14-Nov-08,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,1800,3780.0,2.1,0.01,671.0,5110.76,7.41
112-NG-T01,Nigeria,PMO - US,From RDC,Air,20-Nov-08,20-Nov-08,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,36,50.4,1.4,0.01,4.0,857.17,0.1
100-PK-T01,Pakistan,PMO - US,From RDC,Air,17-Nov-08,17-Nov-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,16,320.0,20.0,0.8,1047.0,5869.655000000001,0.63
132-NG-T01,Nigeria,PMO - US,From RDC,Air,28-Jul-08,28-Jul-08,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,15000,393750.0,26.25,0.88,1309.0,7463.74,630.0
110-ZM-T01,Zambia,PMO - US,From RDC,Truck,1-Dec-08,1-Dec-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,138,469.2,3.4,0.06,1047.0,5869.655000000001,0.92
102-KE-T01,Kenya,PMO - US,From RDC,Truck,31-Oct-08,31-Oct-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,1250,40000.0,32.0,1.6,393.0,157.5,78.4
114-UG-T01,Uganda,PMO - US,From RDC,Ocean,2-Feb-09,2-Feb-09,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,1166,2332.0,2.0,0.07,71.0,1240.0,4.57
111-MZ-T01,Mozambique,PMO - US,From RDC,Air,5-Sep-08,5-Sep-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,9650,115896.5,12.01,0.4,1047.0,5869.655000000001,185.43
111-MZ-T01,Mozambique,PMO - US,From RDC,Air,5-Sep-08,5-Sep-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,16990,229365.0,13.5,0.22,1047.0,5869.655000000001,366.98
111-MZ-T01,Mozambique,PMO - US,From RDC,Air,5-Sep-08,5-Sep-08,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,120,349.2,2.91,0.05,1047.0,5869.655000000001,0.56
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,2-Mar-09,2-Mar-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,22566,67698.0,3.0,0.05,2113.0,5574.06,132.69
114-UG-T01,Uganda,PMO - US,From RDC,Air,3-Mar-09,3-Mar-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,88,1038.4,11.8,0.2,10.0,1002.2,2.04
114-UG-T01,Uganda,PMO - US,From RDC,Air,19-Mar-09,19-Mar-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,9,99.0,11.0,0.37,1.0,966.37,0.19
114-UG-T01,Uganda,PMO - US,From RDC,Air,9-Jan-09,9-Jan-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,965,6948.0,7.2,0.12,1047.0,5869.655000000001,13.62
123-NG-T01,Nigeria,PMO - US,From RDC,Air,26-Feb-09,26-Feb-09,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,11142,17270.1,1.55,0.03,739.0,6315.3,33.85
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,18-Mar-09,18-Mar-09,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,1643,3450.3,2.1,0.01,483.0,7293.9,6.76
114-UG-T01,Uganda,PMO - US,From RDC,Air,8-Apr-09,8-Apr-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,328,8610.0,26.25,0.88,1047.0,5869.655000000001,16.88
112-NG-T01,Nigeria,PMO - US,From RDC,Air,24-Sep-08,24-Sep-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,1957,22936.04,11.72,0.39,1047.0,5869.655000000001,36.7
106-HT-T01,Haiti,PMO - US,From RDC,Air,4-Nov-08,4-Nov-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,24599,270589.0,11.0,0.37,1047.0,5869.655000000001,530.35
131-NG-T01,Nigeria,PMO - US,From RDC,Air,19-Jan-09,19-Jan-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,14000,154000.0,11.0,0.37,1169.0,13538.35,301.84
130-NG-T01,Nigeria,PMO - US,From RDC,Air,24-Jul-08,24-Jul-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,1672,5684.8,3.4,0.06,1047.0,5869.655000000001,9.1
114-UG-T01,Uganda,PMO - US,From RDC,Air,6-Jan-09,6-Jan-09,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,938,1876.0,2.0,0.07,1047.0,5869.655000000001,3.68
117-ET-T01,Ethiopia,PMO - US,From RDC,Air,18-Feb-09,18-Feb-09,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,3100,41168.0,13.28,0.44,1047.0,5869.655000000001,80.69
117-ET-T01,Ethiopia,PMO - US,From RDC,Air,29-Jan-09,29-Jan-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,17103,121773.36,7.12,0.12,1047.0,5869.655000000001,238.68
123-NG-T01,Nigeria,PMO - US,From RDC,Air,30-Oct-08,30-Oct-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,2708,25590.6,9.45,0.16,1047.0,5869.655000000001,50.16
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,26-May-09,26-May-09,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,3060,5814.0,1.9,0.01,1047.0,5869.655000000001,11.4
151-NG-T01,Nigeria,PMO - US,From RDC,Air Charter,19-Mar-09,19-Mar-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,15944,181761.6,11.4,0.19,1793.0,11492.86,356.25
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,20-Mar-09,20-Mar-09,ARV,Pediatric,SCMS from RDC,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,896,36825.6,41.1,0.14,1047.0,5869.655000000001,72.18
110-ZM-T01,Zambia,PMO - US,From RDC,Truck,7-Nov-08,7-Nov-08,ARV,Pediatric,SCMS from RDC,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,4200,32550.0,7.75,0.13,867.0,2938.92,63.8
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,23-Mar-09,23-Mar-09,ARV,Pediatric,SCMS from RDC,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,405,16645.5,41.1,0.14,1047.0,5869.655000000001,32.63
104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,Air,19-Jun-09,19-Jun-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,5259,15777.0,3.0,0.05,294.0,5432.93,30.92
114-UG-T01,Uganda,PMO - US,From RDC,Air,24-Apr-09,24-Apr-09,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,80,3288.0,41.1,0.34,19.0,1381.64,6.44
